"Active Ingredient (link to Specific Guidance)","URL","Type","Route","Dosage Form","RLD or RS Number","Date Recommended","psg filename"
"Tinidazole","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021618.pdf","Draft","Oral","Tablet","021618","11/21/2019","PSG_021618.pdf"
"Tioconazole","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Tioconazole_vagcrm_20676_RC03-11.pdf","Draft","Vaginal","Ointment","020676","03/31/2011","Tioconazole_vagcrm_20676_RC03-11.pdf"
"Tiopronin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Tiopronin_oral tablet_NDA 19569_RC05-17.pdf","Draft","Oral","Tablet","019569","07/13/2017","Tiopronin_oral tablet_NDA 19569_RC05-17.pdf"
"Tiopronin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_211843.pdf","Draft","Oral","Tablet, Delayed Release","211843","05/19/2022","PSG_211843.pdf"
"Tiotropium Bromide","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021936.pdf","Draft","Inhalation","Spray, Metered","021936","08/22/2024","PSG_021936.pdf"
"Tiotropium Bromide","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021395.pdf","Draft","Inhalation","Powder","021395","11/19/2024","PSG_021395.pdf"
"Tipiracil Hydrochloride; Trifluridine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_207981.pdf","Draft","Oral","Tablet","207981","11/21/2019","PSG_207981.pdf"
"Tipranavir","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Tipranavir_cap_21814_RC11-07.pdf","Draft","Oral","Capsule","021814","11/01/2007","Tipranavir_cap_21814_RC11-07.pdf"
"Tirbanibulin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_213189.pdf","Draft","Topical","Ointment","213189","10/21/2022","PSG_213189.pdf"
"Tirzepatide","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_215866.pdf","Draft","Subcutaneous","Solution","215866","08/21/2023","PSG_215866.pdf"
"Tivozanib Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_212904.pdf","Draft","Oral","Capsule","212904","10/30/2024","PSG_212904.pdf"
"Tizanidine Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020397.pdf","Draft","Oral","Tablet","020397","10/30/2024","PSG_020397.pdf"
"Tizanidine Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Tizanidine_HCl_cap_21447_RC2-06.pdf","Final","Oral","Capsule","021447","05/12/2008","Tizanidine_HCl_cap_21447_RC2-06.pdf"
"Tobramycin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Tobramycin ophthalmic ointment 0.3 NDA 050555 PSG Page RC May 2019.pdf","Draft","Ophthalmic","Ointment","050555","05/15/2019","Tobramycin ophthalmic ointment 0.3 NDA 050555 PSG Page RC May 2019.pdf"
"Tobramycin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_201688.pdf","Draft","Inhalation","Powder","201688","05/16/2024","PSG_201688.pdf"
"Tofacitinib Citrate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_208246.pdf","Draft","Oral","Tablet, Extended Release","208246","05/19/2021","PSG_208246.pdf"
"Tofacitinib Citrate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_203214.pdf","Draft","Oral","Tablet","203214","10/30/2024","PSG_203214.pdf"
"Tofersen","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_215887.pdf","Draft","Intrathecal","Solution","215887","08/22/2024","PSG_215887.pdf"
"Tolcapone","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020697.pdf","Draft","Oral","Tablet","020697","10/30/2024","PSG_020697.pdf"
"Tolterodine Tartrate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020771.pdf","Draft","Oral","Tablet","020771","10/30/2024","PSG_020771.pdf"
"Tolterodine Tartrate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Tolterodine_ER_Capsules_021228_RC09-12.pdf","Draft","Oral","Capsule, Extended Release","021228","09/19/2012","Tolterodine_ER_Capsules_021228_RC09-12.pdf"
"Tolvaptan","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Tolvaptan_tab_22275_RC03-12.pdf","Draft","Oral","Tablet","022275","03/28/2012","Tolvaptan_tab_22275_RC03-12.pdf"
"Tolvaptan","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_204441.pdf","Draft","Oral","Tablet","204441","03/02/2020","PSG_204441.pdf"
"Topiramate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Topiramate_ ER Cap_205122_RC03-15.pdf","Draft","Oral","Capsule, Extended Release","205122","03/06/2015","Topiramate_ ER Cap_205122_RC03-15.pdf"
"Topiramate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Topiramate_ERcap_201635_RC03-15.pdf","Draft","Oral","Capsule, Extended Release","201635","03/06/2015","Topiramate_ERcap_201635_RC03-15.pdf"
"Topiramate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020505.pdf","Draft","Oral","Tablet","020505","10/30/2024","PSG_020505.pdf"
"Topiramate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020844.pdf","Draft","Oral","Capsule","020844","10/30/2024","PSG_020844.pdf"
"Topotecan Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Topotecan_caps_20981_RC03-11.pdf","Draft","Oral","Capsule","020981","03/31/2011","Topotecan_caps_20981_RC03-11.pdf"
"Toremifene Citrate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020497.pdf","Draft","Oral","Tablet","020497","10/30/2024","PSG_020497.pdf"
"Torsemide","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020136.pdf","Draft","Oral","Tablet","020136","10/30/2024","PSG_020136.pdf"
"Torsemide","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_213218.pdf","Draft","Oral","Tablet","213218","10/30/2024","PSG_213218.pdf"
"Tramadol Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Tramadol hydrochloride_Oral ER capsule_22370_RC09-15.pdf","Draft","Oral","Capsule, Extended Release","022370","09/18/2015","Tramadol hydrochloride_Oral ER capsule_22370_RC09-15.pdf"
"Tramadol Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020281.pdf","Draft","Oral","Tablet","020281","11/19/2024","PSG_020281.pdf"
"Tramadol Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021692.pdf","Draft","Oral","Tablet, Extended Release","021692","08/22/2024","PSG_021692.pdf"
"Trametinib Dimethyl Sulfoxide","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_204114.pdf","Draft","Oral","Tablet","204114","05/19/2022","PSG_204114.pdf"
"Trandolapril","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020528.pdf","Draft","Oral","Tablet","020528","10/30/2024","PSG_020528.pdf"
"Trandolapril; Verapamil Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Trandolapril;_Verapamil_ERtab_20591_RC12-08.pdf","Draft","Oral","Tablet, Extended Release","020591","12/20/2008","Trandolapril;_Verapamil_ERtab_20591_RC12-08.pdf"
"Tranexamic Acid","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Tranexamic_Acid_22430_RC12-10.pdf","Draft","Oral","Tablet","022430","03/31/2011","Tranexamic_Acid_22430_RC12-10.pdf"
"Tranylcypromine Sulfate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_012342.pdf","Draft","Oral","Tablet","012342","10/30/2024","PSG_012342.pdf"
"Trazodone Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Trazodone_HCl_ERtab_22411_RC09-12.pdf","Draft","Oral","Tablet, Extended Release","022411","09/19/2012","Trazodone_HCl_ERtab_22411_RC09-12.pdf"
"Trazodone Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_018207.pdf","Draft","Oral","Tablet","018207","10/30/2024","PSG_018207.pdf"
"Treprostinil","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_214324.pdf","Draft","Inhalation","Powder","214324","11/19/2024","PSG_214324.pdf"
"Treprostinil Diolamine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Treprostinil diolamine oral extended release tablet NDA 203496 RV Feb 2019.pdf","Draft","Oral","Tablet, Extended Release","203496","02/22/2019","Treprostinil diolamine oral extended release tablet NDA 203496 RV Feb 2019.pdf"
"Tretinoin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Tretinoin Topical Cream ANDA 090098 RV Feb 2019.pdf","Draft","Topical","Cream","090098","02/22/2019","Tretinoin Topical Cream ANDA 090098 RV Feb 2019.pdf"
"Tretinoin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Tretinoin_Caps_77684_RC09-10.pdf","Draft","Oral","Capsule","020438","09/30/2010","Tretinoin_Caps_77684_RC09-10.pdf"
"Tretinoin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_209353.pdf","Draft","Topical","Lotion","209353","06/03/2020","PSG_209353.pdf"
"Tretinoin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_017579.pdf","Draft","Topical","Gel","017579","10/21/2022","PSG_017579.pdf"
"Tretinoin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_022070.pdf","Draft","Topical","Gel","022070","10/21/2022","PSG_022070.pdf"
"Tretinoin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_017955.pdf","Draft","Topical","Gel","017955","10/21/2022","PSG_017955.pdf"
"Tretinoin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021108.pdf","Draft","Topical","Cream","021108","06/03/2020","PSG_021108.pdf"
"Tretinoin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020475.pdf","Draft","Topical","Gel","020475","05/16/2024","PSG_020475.pdf"
"Tretinoin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_019963.pdf","Draft","Topical","Cream","019963","06/03/2020","PSG_019963.pdf"
"Tretinoin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_019049.pdf","Draft","Topical","Cream","019049","06/03/2020","PSG_019049.pdf"
"Tretinoin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_017522.pdf","Draft","Topical","Cream","017522","06/03/2020","PSG_017522.pdf"
"Tretinoin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_017340.pdf","Draft","Topical","Cream","017340","06/03/2020","PSG_017340.pdf"
"Tretinoin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_016921.pdf","Draft","Topical","Solution","016921","09/16/2019","PSG_016921.pdf"
"Triamcinolone Acetonide","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_012041.pdf","Draft","Injection","Injectable","012041                                                       014901","11/08/2021","PSG_012041.pdf"
"Triamcinolone Acetonide","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020468.pdf","Draft","Nasal","Spray, Metered","020468","08/21/2023","PSG_020468.pdf"
"Triamcinolone Acetonide","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Triamcinolone acetonide_dental paste_NDA 012097_RV11-17.pdf","Draft","Dental","Paste","012097","02/08/2018","Triamcinolone acetonide_dental paste_NDA 012097_RV11-17.pdf"
"Triamcinolone Acetonide","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_208845.pdf","Draft","Intra-Articular","For Suspension, Extended Release","208845","11/17/2022","PSG_208845.pdf"
"Triamcinolone Acetonide","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_211950.pdf","Draft","Injection","Suspension","211950","02/16/2023","PSG_211950.pdf"
"Triamcinolone acetonide","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Triamcinolone acetonide_intravitreal injectable_NDA 022048_RC07-18.pdf","Draft","Intravitreal","Injectable","022048","07/20/2018","Triamcinolone acetonide_intravitreal injectable_NDA 022048_RC07-18.pdf"
"Triamcinolone Acetonide","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_011602.pdf","Draft","Topical","Lotion","011602","10/21/2022","PSG_011602.pdf"
"Triamcinolone Acetonide","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_011600.pdf","Draft","Topical","Ointment","087385","10/21/2022","PSG_011600.pdf"
"Triamcinolone Acetonide","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_011601.pdf","Draft","Topical","Cream","011601","10/21/2022","PSG_011601.pdf"
"Triamcinolone Acetonide","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_011600-Oin-0.05P.pdf","Draft","Topical","Ointment  0.05%","089595","10/21/2022","PSG_011600-Oin-0.05P.pdf"
"Triamterene","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_013174.pdf","Draft","Oral","Capsule","013174","10/30/2024","PSG_013174.pdf"
"Triazolam","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_017892.pdf","Draft","Oral","Tablet","017892","10/30/2024","PSG_017892.pdf"
"Triclabendazole","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_208711.pdf","Draft","Oral","Tablet","208711","10/30/2024","PSG_208711.pdf"
"Trientine Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Trientine_HCl_caps_019194_RC06-13.pdf","Draft","Oral","Capsule","019194","06/19/2013","Trientine_HCl_caps_019194_RC06-13.pdf"
"Trifarotene","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_211527.pdf","Draft","Topical","Cream","211527","05/19/2021","PSG_211527.pdf"
"Triheptanoin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_213687.pdf","Draft","Oral","Liquid","213687","05/19/2022","PSG_213687.pdf"
"Trilaciclib Dihydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_214200.pdf","Draft","Intravenous","Powder","214200","11/17/2022","PSG_214200.pdf"
"Trimethoprim","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_018679.pdf","Draft","Oral","Tablet","018679","10/30/2024","PSG_018679.pdf"
"Trimipramine Maleate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_016792.pdf","Draft","Oral","Capsule","016792","10/30/2024","PSG_016792.pdf"
"Triptorelin Pamoate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Triptorelin pamoate_IMinj_20715_21288_22437_RV02-14.pdf","Draft","Intramuscular","Injectable","020715                                                       021288                                                       022437                                                       208956","02/01/2014","Triptorelin pamoate_IMinj_20715_21288_22437_RV02-14.pdf"
"Trofinetide","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_217026.pdf","Draft","Oral","Solution","217026","08/22/2024","PSG_217026.pdf"
"Trospium Chloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_022103.pdf","Draft","Oral","Capsule, Extended Release","022103","08/22/2024","PSG_022103.pdf"
"Trospium Chloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Trospium chloride_oral tablet_RLD (21595) and 91575_RV03-17.pdf","Draft","Oral","Tablet","021595","05/16/2017","Trospium chloride_oral tablet_RLD (21595) and 91575_RV03-17.pdf"
"Tucatinib","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_213411.pdf","Draft","Oral","Tablet","213411","11/08/2021","PSG_213411.pdf"
"Ubrogepant","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_211765.pdf","Draft","Oral","Tablet","211765","10/30/2024","PSG_211765.pdf"
"Ulipristal Acetate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_022474.pdf","Draft","Oral","Tablet","022474","10/30/2024","PSG_022474.pdf"
"Umeclidinium Bromide","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_205382.pdf","Draft","Inhalation","Powder","205382","02/15/2024","PSG_205382.pdf"
"Umeclidinium Bromide; Vilanterol Trifenatate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_203975.pdf","Draft","Inhalation","Powder","203975","02/15/2024","PSG_203975.pdf"
"Upadacitinib","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_211675.pdf","Draft","Oral","Tablet, Extended Release","211675","08/02/2022","PSG_211675.pdf"
"Uridine Triacetate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_208159.pdf","Draft","Oral","Granule","208159                                                       208169","10/30/2024","PSG_208159.pdf"
"Ursodiol","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_019594.pdf","Draft","Oral","Capsule","019594","10/30/2024","PSG_019594.pdf"
"Ursodiol","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020675.pdf","Draft","Oral","Tablet","020675","10/30/2024","PSG_020675.pdf"
"Valacyclovir Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020487.pdf","Draft","Oral","Tablet","20487","10/30/2024","PSG_020487.pdf"
"Valbenazine Tosylate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_209241.pdf","Draft","Oral","Capsule","209241","10/30/2024","PSG_209241.pdf"
"Valganciclovir Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021304.pdf","Draft","Oral","Tablet","21304","10/30/2024","PSG_021304.pdf"
"Valproic Acid","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Valproic acid_oral capsule_RLD 018081_Final 08-17.pdf","Final","Oral","Capsule","18081","08/04/2017","Valproic acid_oral capsule_RLD 018081_Final 08-17.pdf"
"Valsartan","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021283.pdf","Draft","Oral","Tablet","21283","10/30/2024","PSG_021283.pdf"
"Vancomycin Hydrochloride:","https://www.accessdata.fda.gov/drugsatfda_docs/psg/8510dft2_Yu_Dec152008.pdf:","Draft","Oral","Capsule","50606","12/20/2008","8510dft2_Yu_Dec152008.pdf:"
"Vancomycin Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_208910.pdf","Draft","Oral","For Solution","208910","11/18/2020","PSG_208910.pdf"
"Vandetanib","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_022405.pdf","Draft","Oral","Tablet","22405","10/30/2024","PSG_022405.pdf"
"Vardenafil Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_200179.pdf","Draft","Oral","Tablet, Orally Disintegrating","200179","10/30/2024","PSG_200179.pdf"
"Vardenafil Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021400.pdf","Draft","Oral","Tablet","21400","10/30/2024","PSG_021400.pdf"
"Varenicline Tartrate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021928.pdf","Draft","Oral","Tablet","21928","10/30/2024","PSG_021928.pdf"
"Varenicline Tartrate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_213978.pdf","Draft","Nasal","Spray","213978","11/17/2022","PSG_213978.pdf"
"Vasopressin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_204485.pdf","Draft","Intravenous","Solution","204485","02/17/2022","PSG_204485.pdf"
"Vemurafenib","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Vemurafenib_oral tablet_RLD 202429_RC06-15.pdf","Draft","Oral","Tablet","202429","06/24/2015","Vemurafenib_oral tablet_RLD 202429_RC06-15.pdf"
"Venetoclax","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Venetoclax_oral tablet_RLD 208573_RC03-17.pdf","Draft","Oral","Tablet","208573","05/16/2017","Venetoclax_oral tablet_RLD 208573_RC03-17.pdf"
"Venlafaxine Besylate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_215429.pdf","Draft","Oral","Tablet, Extended Release","215429","02/16/2023","PSG_215429.pdf"
"Venlafaxine Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Venlafaxine HCl_oral tablet_RLD (20151) and 76690_RV12-16.pdf","Draft","Oral","Tablet","20151","12/22/2016","Venlafaxine HCl_oral tablet_RLD (20151) and 76690_RV12-16.pdf"
"Venlafaxine Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_022104.pdf","Draft","Oral","Tablet, Extended Release","22104","08/22/2024","PSG_022104.pdf"
"Venlafaxine Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Venlafaxine_HCl_ERcap_20699_RC2-06.pdf","Draft","Oral","Capsule, Extended Release","20699","12/20/2008","Venlafaxine_HCl_ERcap_20699_RC2-06.pdf"
"Verapamil Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Verapamil_HCl_ERtab_19152_RC07-10.pdf","Draft","Oral","Tablet, Extended Release","19152","07/28/2010","Verapamil_HCl_ERtab_19152_RC07-10.pdf"
"Verapamil Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Verapamil_HCl_ERtab_20552_RC07-10.pdf","Draft","Oral","Tablet, Extended Release","20552","07/28/2010","Verapamil_HCl_ERtab_20552_RC07-10.pdf"
"Verapamil Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Verapamil_HCl_ERcap_19614_RC12-06.pdf","Final","Oral","Capsule, Extended Release","19614","05/12/2008","Verapamil_HCl_ERcap_19614_RC12-06.pdf"
"Verapamil Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Verapamil_HCl_ERcap_20943_RC12-06.pdf","Final","Oral","Capsule, Extended Release","20943","05/12/2008","Verapamil_HCl_ERcap_20943_RC12-06.pdf"
"Verapamil Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Verapamil HCl_oral tablet_ RLD 18817_Final 08-17.pdf","Final","Oral","Tablet","18817","08/04/2017","Verapamil HCl_oral tablet_ RLD 18817_Final 08-17.pdf"
